Timestamp,SystemCodeNumber,Occupancy,Price
04-10-2016 10:26,Others-CCCPS119a,525,11.33
04-10-2016 10:26,BHMBCCMKT01,177,10.53957447
04-10-2016 10:26,Broad Street,642,10.81391304
04-10-2016 10:26,BHMMBMMBX01,530,11.76908321
04-10-2016 10:26,Others-CCCPS135a,3035,11.0057971
04-10-2016 10:26,Shopping,1324,11.02989691
04-10-2016 10:26,BHMNCPHST01,686,10.54499133
04-10-2016 10:26,BHMNCPNST01,351,10.33145833
04-10-2016 10:26,BHMBCCTHL01,264,10.94969072
04-10-2016 10:26,Others-CCCPS202,1257,10.82625
04-10-2016 10:59,Broad Street,675,11.01933333
04-10-2016 10:59,Shopping,1387,11.5670667
04-10-2016 10:59,BHMNCPHST01,729,11.0835076
04-10-2016 10:59,Others-CCCPS202,1354,10.91773196
04-10-2016 10:59,Others-CCCPS98,1210,12.2
04-10-2016 10:59,Others-CCCPS135a,3169,10.64536082
04-10-2016 10:59,BHMMBMMBX01,573,11.67658915
04-10-2016 10:59,Others-CCCPS8,791,10.90733333
04-10-2016 10:59,BHMBCCMKT01,219,10.56403101
04-10-2016 10:59,BHMBCCTHL01,308,10.65333333
04-10-2016 10:59,Others-CCCPS119a,574,11.32326778
04-10-2016 10:59,BHMEURBRD01,458,11.18766667
04-10-2016 10:59,Others-CCCPS105a,1364,11.9219465
04-10-2016 10:59,BHMNCPNST01,371,10.53957447
04-10-2016 11:25,Others-CCCPS105a,1424,12.33145833
04-10-2016 11:25,BHMEURBRD01,464,11.33318587
04-10-2016 11:25,BHMNCPHST01,765,10.77901809
04-10-2016 11:25,BHMBCCMKT01,247,10.64536082
04-10-2016 11:25,Others-CCCPS8,820,10.92390244
04-10-2016 11:25,Others-CCCPS202,1369,10.73773196
04-10-2016 11:25,Shopping,1428,11.12340426
04-10-2016 11:25,Others-CCCPS135a,3221,11.02994901
04-10-2016 11:25,BHMMBMMBX01,604,11.89574468
04-10-2016 11:25,Others-CCCPS119a,588,11.33407159
04-10-2016 11:25,BHMBCCTHL01,324,11.03837963
04-10-2016 11:25,BHMNCPNST01,373,10.59257732
04-10-2016 11:25,Broad Street,672,11.0892587
04-10-2016 11:25,Others-CCCPS98,1241,12.53707443
04-10-2016 11:59,BHMBCCTHL01,332,10.78511595
04-10-2016 11:59,Others-CCCPS105a,1470,12.07921354
04-10-2016 11:59,Others-CCCPS135a,3248,10.65562967
04-10-2016 11:59,BHMBCCMKT01,259,10.58116476
04-10-2016 11:59,Others-CCCPS202,1390,10.83983518
04-10-2016 11:59,Others-CCCPS119a,605,11.14318841
04-10-2016 11:59,Others-CCCPS98,1288,12.20574736
04-10-2016 11:59,Broad Street,677,11.24
04-10-2016 11:59,Shopping,1447,10.63161179
04-10-2016 11:59,BHMNCPNST01,381,10.47125223
04-10-2016 11:59,BHMNCPHST01,771,10.98197873
04-10-2016 11:59,BHMMBMMBX01,634,11.62103093
04-10-2016 11:59,BHMEURBRD01,460,11.86077519
04-10-2016 11:59,Others-CCCPS8,836,10.95906977
04-10-2016 12:29,BHMEURBRD01,464,12.31556013
04-10-2016 12:29,Shopping,1460,11.3
04-10-2016 12:29,Others-CCCPS135a,3251,10.51463432
04-10-2016 12:29,BHMBCCMKT01,266,10.22782733
04-10-2016 12:29,Others-CCCPS202,1397,10.55594203
04-10-2016 12:29,BHMNCPHST01,779,10.8818309
04-10-2016 12:29,Others-CCCPS105a,1484,11.87148936
04-10-2016 12:29,Broad Street,683,11.32844002
04-10-2016 12:29,BHMBCCTHL01,334,10.63466205
04-10-2016 12:29,BHMMBMMBX01,648,11.84850174
04-10-2016 12:29,Others-CCCPS98,1297,11.88719229
04-10-2016 12:29,Others-CCCPS8,836,11.13922011
04-10-2016 12:29,BHMNCPNST01,379,10.23743501
04-10-2016 12:29,Others-CCCPS119a,604,11.0371179
04-10-2016 12:56,BHMNCPNST01,374,10.6387234
04-10-2016 13:02,Shopping,1448,10.79234043
04-10-2016 13:02,Others-CCCPS98,1288,11.9724031
04-10-2016 13:02,BHMBCCMKT01,269,10.5513572
04-10-2016 13:02,BHMBCCTHL01,333,10.64115942
04-10-2016 13:02,Others-CCCPS8,810,11.19104167
04-10-2016 13:02,Broad Street,660,11.12299742
04-10-2016 13:02,BHMNCPHST01,773,11.01297163
04-10-2016 13:02,Others-CCCPS105a,1461,11.3947157
04-10-2016 13:02,BHMEURBRD01,458,12.29833333
04-10-2016 13:02,Others-CCCPS119a,596,11.12152498
04-10-2016 13:02,Others-CCCPS135a,3232,10.8012766
04-10-2016 13:02,Others-CCCPS202,1367,10.54268998
04-10-2016 13:02,BHMMBMMBX01,651,11.821
04-10-2016 13:29,Shopping,1432,10.77844021
04-10-2016 13:29,BHMMBMMBX01,648,11.65907246
04-10-2016 13:29,BHMNCPNST01,375,10.54933333
04-10-2016 13:29,BHMBCCMKT01,263,10.47849779
04-10-2016 13:29,BHMNCPHST01,758,10.81507246
04-10-2016 13:29,BHMBCCTHL01,331,11.0972006
04-10-2016 13:29,Others-CCCPS119a,581,11.18658495
04-10-2016 13:29,BHMEURBRD01,450,11.96036094
04-10-2016 13:29,Others-CCCPS8,811,10.86969072
04-10-2016 13:29,Others-CCCPS105a,1459,11.39032929
04-10-2016 13:29,Broad Street,648,11.11987629
04-10-2016 13:29,Others-CCCPS202,1360,10.64866667
04-10-2016 13:29,Others-CCCPS98,1273,11.78762887
04-10-2016 13:29,Others-CCCPS135a,3184,10.78834783
04-10-2016 14:02,BHMNCPNST01,381,10.89287149
04-10-2016 14:02,Others-CCCPS119a,576,11.16819122
04-10-2016 14:02,Others-CCCPS8,815,11.02877358
04-10-2016 14:02,BHMNCPHST01,757,10.73690722
04-10-2016 14:02,Others-CCCPS202,1352,10.50833333
04-10-2016 14:02,Others-CCCPS98,1262,11.77604167
04-10-2016 14:02,Others-CCCPS135a,3145,10.62698941
04-10-2016 14:02,BHMBCCMKT01,238,10.35579762
04-10-2016 14:02,Shopping,1430,10.91160368
04-10-2016 14:02,Others-CCCPS105a,1452,12.17942029
04-10-2016 14:02,BHMBCCTHL01,332,10.75856316
04-10-2016 14:02,BHMMBMMBX01,637,11.56747826
04-10-2016 14:02,Broad Street,639,11.33283029
04-10-2016 14:02,BHMEURBRD01,446,11.58391753
04-10-2016 14:29,Others-CCCPS202,1318,10.73938144
04-10-2016 14:29,Shopping,1429,11.04681223
04-10-2016 14:29,Others-CCCPS135a,3113,10.79795037
04-10-2016 14:29,BHMMBMMBX01,627,11.70770533
04-10-2016 14:29,Others-CCCPS119a,560,11.14893617
04-10-2016 14:29,BHMBCCMKT01,215,10.61864448
04-10-2016 14:29,BHMBCCTHL01,322,10.63233333
04-10-2016 14:29,BHMEURBRD01,433,11.87319149
04-10-2016 14:29,BHMNCPHST01,760,10.899
04-10-2016 14:29,BHMNCPNST01,373,10.81280239
04-10-2016 14:29,Others-CCCPS8,793,11.30020378
04-10-2016 14:29,Broad Street,621,11.0236889
04-10-2016 14:29,Others-CCCPS98,1238,12.04871407
04-10-2016 14:29,Others-CCCPS105a,1420,11.80633333
04-10-2016 14:57,Shopping,1381,10.82255072
04-10-2016 14:57,Others-CCCPS119a,529,11.11348837
04-10-2016 14:57,BHMBCCTHL01,307,10.82129281
04-10-2016 14:57,BHMMBMMBX01,593,12.31046407
04-10-2016 14:57,Others-CCCPS135a,3011,10.73858333
04-10-2016 14:57,BHMNCPNST01,354,10.64782609
04-10-2016 14:57,BHMEURBRD01,426,12.00790244
04-10-2016 14:57,Others-CCCPS105a,1346,12.006
04-10-2016 14:57,Others-CCCPS8,753,11.27193922
04-10-2016 14:57,BHMNCPHST01,727,10.78002911
04-10-2016 14:57,Others-CCCPS202,1267,10.55768116
04-10-2016 14:57,BHMBCCMKT01,192,10.41333333
04-10-2016 14:57,Others-CCCPS98,1169,11.39146632
04-10-2016 14:57,Broad Street,606,11.181059
04-10-2016 15:30,Others-CCCPS98,1127,12.063
04-10-2016 15:30,Broad Street,581,11.29543071
04-10-2016 15:30,BHMBCCTHL01,294,10.95164902
04-10-2016 15:30,Shopping,1300,11.04093579
04-10-2016 15:30,Others-CCCPS105a,1288,11.87319149
04-10-2016 15:30,BHMEURBRD01,411,11.74877458
04-10-2016 15:30,Others-CCCPS8,716,11.00085106
04-10-2016 15:30,Others-CCCPS135a,2839,10.5044714
04-10-2016 15:30,BHMBCCMKT01,165,10.37583697
04-10-2016 15:30,Others-CCCPS202,1213,10.85561876
04-10-2016 15:30,BHMNCPHST01,678,10.81106383
04-10-2016 15:30,Others-CCCPS119a,511,10.61016984
04-10-2016 15:30,BHMMBMMBX01,572,11.38212766
04-10-2016 15:30,BHMNCPNST01,338,10.79983333
04-10-2016 16:04,Broad Street,534,11.13101045
04-10-2016 16:04,BHMNCPNST01,317,10.5942254
04-10-2016 16:04,BHMBCCTHL01,270,10.61914894
04-10-2016 16:04,Others-CCCPS202,1121,10.35038298
04-10-2016 16:04,Others-CCCPS8,664,11.50202091
04-10-2016 16:04,BHMNCPHST01,648,11.01505226
04-10-2016 16:04,BHMMBMMBX01,511,11.58071033
04-10-2016 16:04,Others-CCCPS119a,461,11.06268041
04-10-2016 16:04,BHMBCCMKT01,162,10.64462935
04-10-2016 16:04,BHMEURBRD01,376,11.65703889
04-10-2016 16:04,Others-CCCPS98,1019,11.5207279
04-10-2016 16:04,Shopping,1218,10.95654185
04-10-2016 16:04,Others-CCCPS105a,1175,11.63648948
04-10-2016 16:04,Others-CCCPS135a,2656,10.82681648
04-10-2016 16:31,BHMBCCMKT01,143,10.72020619
04-10-2016 16:31,Others-CCCPS8,618,11.28202899
04-10-2016 16:31,Others-CCCPS202,1015,10.85312955
04-10-2016 16:31,Others-CCCPS98,936,12.0782029
04-10-2016 16:31,Others-CCCPS105a,1089,11.77845688
04-10-2016 16:31,Others-CCCPS135a,2359,10.72833333
04-10-2016 16:31,Shopping,1075,11.025625
04-10-2016 16:31,BHMBCCTHL01,245,10.821875
04-10-2016 16:31,Others-CCCPS119a,406,11.65536088
04-10-2016 16:31,Broad Street,466,11.0121882
04-10-2016 16:31,BHMMBMMBX01,471,11.11161179
04-10-2016 16:31,BHMEURBRD01,325,11.47528596
04-10-2016 16:31,BHMNCPNST01,304,10.72494905
04-10-2016 16:31,BHMNCPHST01,565,10.8014826
05-10-2016 07:57,BHMMBMMBX01,282,11.34931145
05-10-2016 07:57,Others-CCCPS8,453,11.08764858
05-10-2016 07:57,Others-CCCPS119a,246,11.592125
05-10-2016 07:57,Others-CCCPS105a,735,11.9252981
05-10-2016 07:57,Shopping,602,10.78682952
05-10-2016 07:57,BHMBCCMKT01,54,10.53056861
05-10-2016 07:57,Others-CCCPS135a,1104,10.57793814
05-10-2016 07:57,Others-CCCPS98,650,11.78044798
05-10-2016 07:57,BHMBCCTHL01,146,11.68173123
05-10-2016 07:57,BHMNCPNST01,268,10.36749354
05-10-2016 07:57,BHMEURBRD01,127,11.98666667
05-10-2016 07:57,Others-CCCPS202,594,10.54497324
05-10-2016 07:57,BHMNCPHST01,229,10.89024815
05-10-2016 07:57,Broad Street,180,10.81787234
05-10-2016 08:30,BHMBCCTHL01,169,11.45937282
05-10-2016 08:30,Others-CCCPS8,487,11.3703177
05-10-2016 08:30,BHMNCPHST01,333,10.91291667
05-10-2016 08:30,Broad Street,294,11.376875
05-10-2016 08:30,BHMBCCMKT01,59,10.79512027
05-10-2016 08:30,Others-CCCPS135a,1599,11.17068555
05-10-2016 08:30,Shopping,779,10.84413437
05-10-2016 08:30,Others-CCCPS105a,817,11.92293769
05-10-2016 08:30,Others-CCCPS98,760,11.64425532
05-10-2016 08:30,BHMNCPNST01,273,10.53531014
05-10-2016 08:30,BHMEURBRD01,201,12.19839292
05-10-2016 08:30,Others-CCCPS202,736,10.87903876
05-10-2016 08:30,BHMMBMMBX01,330,11.44545234
05-10-2016 08:30,Others-CCCPS119a,326,11.40663755
05-10-2016 09:04,BHMMBMMBX01,395,11.46958333
05-10-2016 09:04,Others-CCCPS105a,949,12.39667783
05-10-2016 09:04,BHMNCPNST01,293,10.7281766
05-10-2016 09:04,Others-CCCPS135a,2142,10.84351421
05-10-2016 09:04,Others-CCCPS119a,419,11.18315245
05-10-2016 09:04,Others-CCCPS98,896,11.64340426
05-10-2016 09:04,Broad Street,424,11.23264629
05-10-2016 09:04,BHMBCCMKT01,71,10.67530114
05-10-2016 09:04,BHMNCPHST01,470,10.96366667
05-10-2016 09:04,Others-CCCPS202,928,10.83141476
05-10-2016 09:04,BHMEURBRD01,283,11.88
05-10-2016 09:04,Others-CCCPS8,554,12.10522792
05-10-2016 09:04,BHMBCCTHL01,211,11.40412103
05-10-2016 09:04,Shopping,975,10.67505155
05-10-2016 09:30,BHMEURBRD01,347,11.55149927
05-10-2016 09:30,BHMNCPNST01,317,10.54091931
05-10-2016 09:30,Others-CCCPS105a,1090,11.81484536
05-10-2016 09:30,Shopping,1138,10.97630862
05-10-2016 09:30,Others-CCCPS202,1083,10.82791667
05-10-2016 09:30,Others-CCCPS135a,2552,10.89074236
05-10-2016 09:30,BHMBCCTHL01,256,11.47039175
05-10-2016 09:30,BHMBCCMKT01,83,10.509
05-10-2016 09:30,BHMMBMMBX01,464,11.49366667
05-10-2016 09:30,BHMNCPHST01,584,10.55096707
05-10-2016 09:30,Others-CCCPS8,626,11.63506243
05-10-2016 09:30,Others-CCCPS119a,478,11.3166112
05-10-2016 09:30,Broad Street,510,10.8173913
05-10-2016 09:30,Others-CCCPS98,1003,11.69950388
05-10-2016 10:04,Shopping,1306,10.52333928
05-10-2016 10:04,Broad Street,572,11.05833333
05-10-2016 10:04,BHMNCPNST01,339,10.32783362
05-10-2016 10:04,Others-CCCPS202,1221,11.20550902
05-10-2016 10:04,BHMNCPHST01,699,10.76248062
05-10-2016 10:04,Others-CCCPS8,710,11.521875
05-10-2016 10:04,Others-CCCPS105a,1246,12.20996516
05-10-2016 10:04,Others-CCCPS135a,2957,10.92949781
05-10-2016 10:04,BHMBCCMKT01,114,10.59594203
05-10-2016 10:04,Others-CCCPS98,1112,11.562
05-10-2016 10:04,BHMEURBRD01,383,11.62118159
05-10-2016 10:04,Others-CCCPS119a,547,11.26739671
05-10-2016 10:04,BHMMBMMBX01,536,11.42446665
05-10-2016 10:04,BHMBCCTHL01,310,10.89446809
05-10-2016 10:30,Others-CCCPS119a,586,10.90519443
05-10-2016 10:30,BHMBCCTHL01,337,11.20524031
05-10-2016 10:30,BHMEURBRD01,404,12.019
05-10-2016 10:30,Others-CCCPS202,1288,11.13897461
05-10-2016 10:30,BHMNCPNST01,355,10.48209775
05-10-2016 10:30,Others-CCCPS105a,1339,12.14770833
05-10-2016 10:30,Shopping,1379,10.696
05-10-2016 10:30,Others-CCCPS135a,3117,10.58506349
05-10-2016 10:30,Others-CCCPS98,1182,12.09367845
05-10-2016 10:30,Others-CCCPS8,761,11.38450532
05-10-2016 10:30,BHMNCPHST01,736,10.6111951
05-10-2016 10:30,BHMMBMMBX01,578,11.11555556
05-10-2016 10:30,Broad Street,598,10.79674177
05-10-2016 10:30,BHMBCCMKT01,128,10.31396361
05-10-2016 11:04,Shopping,1410,11.07793282
05-10-2016 11:04,BHMMBMMBX01,619,11.3855458
05-10-2016 11:04,Others-CCCPS202,1330,11.0807623
05-10-2016 11:04,Broad Street,624,10.90297872
05-10-2016 11:04,BHMNCPHST01,757,11.00527427
05-10-2016 11:04,BHMEURBRD01,420,12.01989105
05-10-2016 11:04,BHMNCPNST01,367,10.51504387
05-10-2016 11:04,Others-CCCPS105a,1411,11.844
05-10-2016 11:04,BHMBCCTHL01,339,11.34848622
05-10-2016 11:04,BHMBCCMKT01,148,10.59854167
05-10-2016 11:04,Others-CCCPS98,1250,11.5182268
05-10-2016 11:04,Others-CCCPS8,792,10.90956701
05-10-2016 11:04,Others-CCCPS119a,603,10.7254766
05-10-2016 11:04,Others-CCCPS135a,3177,10.61566667
05-10-2016 11:30,Others-CCCPS8,796,11.33417092
05-10-2016 11:30,BHMNCPNST01,366,10.75744681
05-10-2016 11:30,Others-CCCPS105a,1436,11.84027907
05-10-2016 11:30,Others-CCCPS202,1340,10.59594454
05-10-2016 11:30,Others-CCCPS98,1259,12.35625032
05-10-2016 11:30,BHMBCCTHL01,340,11.64416667
05-10-2016 11:30,BHMEURBRD01,429,11.82886598
05-10-2016 11:30,Broad Street,634,11.11539065
05-10-2016 11:30,Others-CCCPS135a,3194,10.71188406
05-10-2016 11:30,BHMMBMMBX01,640,11.5385567
05-10-2016 11:30,BHMBCCMKT01,162,10.24436742
05-10-2016 11:30,Others-CCCPS119a,593,11.34266667
05-10-2016 11:30,BHMNCPHST01,774,10.78382979
05-10-2016 11:30,Shopping,1430,10.92933333
05-10-2016 12:04,BHMEURBRD01,447,12.20010313
05-10-2016 12:04,BHMMBMMBX01,650,11.08052174
05-10-2016 12:04,Others-CCCPS135a,3213,10.71489362
05-10-2016 12:04,BHMNCPNST01,369,10.48016113
05-10-2016 12:04,Others-CCCPS98,1264,11.93124549
05-10-2016 12:04,Others-CCCPS202,1359,10.81266667
05-10-2016 12:04,BHMNCPHST01,779,11.27072464
05-10-2016 12:04,BHMBCCMKT01,178,10.57139929
05-10-2016 12:04,Others-CCCPS8,809,11.4
05-10-2016 12:04,Others-CCCPS119a,582,11.06020619
05-10-2016 12:04,Broad Street,653,11.26282387
05-10-2016 12:04,BHMBCCTHL01,337,11.19433333
05-10-2016 12:04,Shopping,1446,11.05678084
05-10-2016 12:04,Others-CCCPS105a,1459,11.57211063
05-10-2016 12:17,BHMNCPNST01,376,10.65233333
05-10-2016 12:30,Broad Street,662,11.70332993
05-10-2016 12:30,BHMNCPHST01,770,10.93965066
05-10-2016 12:30,Others-CCCPS98,1278,11.46558059
05-10-2016 12:30,BHMBCCMKT01,183,10.31208511
05-10-2016 12:30,Others-CCCPS8,811,10.86745234
05-10-2016 12:30,Others-CCCPS119a,580,11.15339994
05-10-2016 12:30,BHMEURBRD01,450,12.28549527
05-10-2016 12:30,Shopping,1437,10.85055976
05-10-2016 12:30,Others-CCCPS135a,3190,10.6156701
05-10-2016 12:30,Others-CCCPS202,1371,10.9785567
05-10-2016 12:30,Others-CCCPS105a,1472,11.44339688
05-10-2016 12:30,BHMMBMMBX01,661,10.99449319
05-10-2016 12:30,BHMBCCTHL01,336,10.89217391
05-10-2016 12:57,Others-CCCPS135a,3145,10.70795421
05-10-2016 12:57,BHMNCPHST01,756,10.83041027
05-10-2016 12:57,Others-CCCPS105a,1490,11.57731959
05-10-2016 12:57,BHMEURBRD01,451,11.56490956
05-10-2016 12:57,BHMBCCTHL01,343,10.90436742
05-10-2016 12:57,BHMNCPNST01,373,10.57554639
05-10-2016 12:57,Others-CCCPS202,1381,10.86795222
05-10-2016 12:57,Others-CCCPS119a,586,11.61044862
05-10-2016 12:57,Shopping,1418,10.81138168
05-10-2016 12:57,Broad Street,665,11.13966667
05-10-2016 12:57,BHMBCCMKT01,175,10.64674736
05-10-2016 12:57,BHMMBMMBX01,663,11.1785369
05-10-2016 12:57,Others-CCCPS98,1279,11.98855895
05-10-2016 12:57,Others-CCCPS8,827,11.479
05-10-2016 13:30,Broad Street,669,11.46355401
05-10-2016 13:30,Others-CCCPS135a,3146,10.36701967
05-10-2016 13:30,BHMBCCMKT01,179,10.67673222
05-10-2016 13:30,BHMNCPHST01,761,10.92441237
05-10-2016 13:30,BHMMBMMBX01,638,11.15446809
05-10-2016 13:30,Others-CCCPS105a,1462,11.40170213
05-10-2016 13:30,BHMNCPNST01,372,10.84316667
05-10-2016 13:30,Others-CCCPS98,1248,11.70553658
05-10-2016 13:30,BHMBCCTHL01,345,11.31641921
05-10-2016 13:30,Others-CCCPS202,1386,10.93984496
05-10-2016 13:30,Shopping,1427,10.84405797
05-10-2016 13:30,BHMEURBRD01,454,11.11166031
05-10-2016 13:30,Others-CCCPS119a,583,11.42197101
05-10-2016 13:30,Others-CCCPS8,824,11.33702128
05-10-2016 13:57,Others-CCCPS105a,1453,11.76666667
05-10-2016 13:57,Others-CCCPS98,1237,12.09541667
05-10-2016 13:57,BHMEURBRD01,455,12.01270802
05-10-2016 13:57,BHMBCCMKT01,174,10.60020672
05-10-2016 13:57,Others-CCCPS119a,579,11.24399728
05-10-2016 13:57,Shopping,1422,10.81664196
05-10-2016 13:57,Others-CCCPS8,818,11.44393343
05-10-2016 13:57,Others-CCCPS202,1375,10.87291386
05-10-2016 13:57,BHMNCPHST01,764,10.59388076
05-10-2016 13:57,BHMBCCTHL01,345,11.07682198
05-10-2016 13:57,Others-CCCPS135a,3140,10.66823872
05-10-2016 13:57,BHMNCPNST01,368,10.33436693
05-10-2016 13:57,BHMMBMMBX01,635,11.05924309
05-10-2016 13:57,Broad Street,662,10.95337955
05-10-2016 14:30,BHMBCCMKT01,158,10.48609347
05-10-2016 14:30,Others-CCCPS135a,3072,10.73767442
05-10-2016 14:30,BHMBCCTHL01,336,11.38428328
05-10-2016 14:30,BHMNCPHST01,767,10.73250646
05-10-2016 14:30,BHMMBMMBX01,620,10.92845523
05-10-2016 14:30,BHMEURBRD01,447,11.88057971
05-10-2016 14:30,Others-CCCPS98,1192,11.51476551
05-10-2016 14:30,Others-CCCPS8,794,11.5122153
05-10-2016 14:30,BHMNCPNST01,361,10.92753623
05-10-2016 14:30,Others-CCCPS119a,547,11.14297872
05-10-2016 14:30,Broad Street,653,10.90144928
05-10-2016 14:30,Others-CCCPS105a,1414,11.47454455
05-10-2016 14:30,Others-CCCPS202,1350,10.78996789
05-10-2016 14:30,Shopping,1409,10.48051993
05-10-2016 14:57,Others-CCCPS119a,521,11.018375
05-10-2016 14:57,BHMEURBRD01,435,12.51698481
05-10-2016 14:57,Others-CCCPS105a,1355,12.08958333
05-10-2016 14:57,Shopping,1378,11.0187234
05-10-2016 14:57,Others-CCCPS98,1135,11.6342029
05-10-2016 14:57,BHMBCCTHL01,326,11.9376702
05-10-2016 14:57,BHMBCCMKT01,145,10.63958333
05-10-2016 14:57,Others-CCCPS135a,2963,10.57210759
05-10-2016 14:57,Others-CCCPS8,771,11.43934902
05-10-2016 14:57,BHMNCPNST01,356,10.9670564
05-10-2016 14:57,BHMMBMMBX01,584,10.62814558
05-10-2016 14:57,Others-CCCPS202,1314,10.53663778
05-10-2016 14:57,Broad Street,632,11.58294574
05-10-2016 14:57,BHMNCPHST01,747,10.56478336
05-10-2016 15:30,Others-CCCPS105a,1263,11.92413793
05-10-2016 15:30,BHMNCPHST01,698,10.72937409
05-10-2016 15:30,Broad Street,592,11.63309056
05-10-2016 15:30,Others-CCCPS119a,482,10.768
05-10-2016 15:30,BHMBCCTHL01,306,11.60252587
05-10-2016 15:30,BHMNCPNST01,325,10.73522562
05-10-2016 15:30,Others-CCCPS8,708,11.12639175
05-10-2016 15:30,BHMMBMMBX01,555,11.35715281
05-10-2016 15:30,BHMBCCMKT01,129,10.88457971
05-10-2016 15:30,Shopping,1303,10.67010309
05-10-2016 15:30,Others-CCCPS202,1223,11.13827534
05-10-2016 15:30,Others-CCCPS135a,2782,10.46153899
05-10-2016 15:30,Others-CCCPS98,1056,11.70762041
05-10-2016 15:30,BHMEURBRD01,403,11.93148936
05-10-2016 15:57,BHMNCPNST01,316,10.83350921
05-10-2016 16:04,Others-CCCPS135a,2571,10.65333333
05-10-2016 16:04,BHMMBMMBX01,513,11.25066667
05-10-2016 16:04,BHMEURBRD01,374,12.05541667
05-10-2016 16:04,Others-CCCPS105a,1198,11.61211594
